identidad_genero;diversidad_sexual;rubro;origen_del_capital;puesto;maximo_nivel_de_formacion;trabajo;libertad_ser;sufrio_acoso;edicion;diversa;manager
Hombre cis;No;Servicios de salud;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;Si;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;1;0
Mujer cis;NA;Agro;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Educación;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Nacional;Analista;Terciario completo;Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;No;Otros;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Hombre cis;NA;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Consultoría;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Servicios profesionales;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Alimentos;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Hombre cis;No;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Hombre cis;No;Consultoría;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Correos;Nacional;Analista;Terciario completo;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;Si;Metalurgia;Nacional;Responsable;Terciario completo;Relación de Dependencia;De acuerdo;No;2021;1;1
Mujer cis;No;Metalurgia;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;Si;Tecnología;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;1;1
Mujer cis;NA;Textil;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Oil & Gas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Bancos y Finanzas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;En desacuerdo;No;2021;0;0
Mujer cis;Si;Tecnología;Multinacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;1
Hombre cis;No;Medios;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;Si;Consultoría;Multinacional;HRBP;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;0
Prefiero no responder;NA;Otros;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;1
Hombre cis;NA;Industrias químicas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Tecnología;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Servicios profesionales;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;No;Comercio;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Hombre cis;No;Otros;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;No;Medios;Nacional;Jefe;Maestría completa;Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;No;Servicios de salud;Nacional;Responsable;"Universitario
abandonado";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado en curso";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;No;Tecnología;Multinacional;HRBP;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Bancos y Finanzas;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;No;Consultoría;Nacional;Analista;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Hombre cis;No;Alimentos;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Prefiero no responder;No;2021;0;0
Mujer cis;No;Servicios de salud;Nacional;Jefe;Maestría abandonada;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Hombre cis;No;Función pública;Nacional;Jefe;"Diplomado de
posgrado en curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;1
Mujer cis;No;Correos;Multinacional;Analista;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Terciario completo;Freelance;NA;NA;2021;NA;0
Hombre cis;No;Otros;Nacional;Gerente;"Universitario
abandonado";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Alimentos;Multinacional;Analista;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;agresión verbal.;2021;0;0
Mujer cis;Prefiero no responder;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;NA;Bancos y Finanzas;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Hombre cis;NA;MInería;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Hombre cis;Si;Alimentos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Consultoría;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;No;Autopartista;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Otros;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;No;Otros;Multinacional;Jefe;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;No;Tecnología;Multinacional;Analista;Terciario completo;Relación de Dependencia;Totalmente en desacuerdo;Si;2021;0;0
Mujer cis;No;Comercio;Nacional;Responsable;Terciario completo;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Oil & Gas;Multinacional;Responsable;Terciario completo;Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Alimentos;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Alimentos;Nacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;NA;2021;0;1
Mujer cis;No;Tecnología;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;NA;Transporte;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Tecnología;Multinacional;Responsable;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Función pública;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;NA;Otros;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Función pública;Nacional;HRBP;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Otros;Multinacional;Analista;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;Si;Consultoría;Nacional;Analista;Terciario completo;Relación de Dependencia;De acuerdo;No;2021;1;0
Hombre cis;Si;Función pública;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;1;0
Hombre cis;No;Comercio;Multinacional;Gerente;Maestría abandonada;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Agro;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Servicios profesionales;Nacional;Responsable;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Comercio;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;Si;Construcción;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;De acuerdo;Si;2021;1;1
Mujer cis;NA;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;NA;Tecnología;Nacional;Responsable;"Universitario
abandonado";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Metalurgia;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Consultoría;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;Si;Comercio;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;En desacuerdo;Si;2021;1;0
Mujer cis;No;Comercio;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Industrias químicas;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Medios;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Otros;Nacional;Jefe;Maestría completa;Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Alimentos;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Comercio;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Alimentos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Alimentos;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Autopartista;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Mujer cis;No;Servicios profesionales;Multinacional;Gerente;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;Si;Bancos y Finanzas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Prefiero no responder;No;2021;1;0
Hombre cis;No;Transporte;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Otros;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Bancos y Finanzas;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Mobbing;2021;0;0
Mujer cis;No;Tecnología;Nacional;Analista;Terciario abandonado;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Construcción;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Servicios de salud;Multinacional;Analista;Terciario completo;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;HRBP;Terciario completo;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Educación;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;NA;Tecnología;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Prefiero no responder;No;Servicios de salud;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Servicios Públicos;Nacional;Pasante;"Universitario en
curso";Relación de Dependencia;En desacuerdo;No;2021;0;0
Hombre cis;No;Metalurgia;Nacional;Responsable;Maestría en curso;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;No;Servicios profesionales;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;No;Metalurgia;Multinacional;Responsable;Maestría completa;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Prefiero no responder;Prefiero no responder;Otros;Nacional;Responsable;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente en desacuerdo;Si;2021;0;1
Mujer cis;No;Educación;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;No;Otros;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Hombre cis;No;Servicios profesionales;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;NA;Otros;Nacional;Responsable;Terciario completo;Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Construcción;Nacional;Analista;"Diplomado de
posgrado en curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;Prefiero no responder;Otros;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Construcción;Nacional;Analista;Terciario completo;Relación de Dependencia;Totalmente en desacuerdo;Si;2021;0;0
Hombre cis;No;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Hombre cis;No;Construcción;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;Si;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;1;0
Mujer cis;No;Otros;Multinacional;Pasante;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;NA;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Comercio;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Tecnología;Multinacional;Responsable;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Tecnología;Nacional;HRBP;"Universitario en
curso";Relación de Dependencia;De acuerdo;Si;2021;0;0
Hombre cis;No;Transporte;Nacional;Jefe;"Diplomado de
posgrado en curso";Relación de Dependencia;En desacuerdo;No;2021;0;1
Hombre cis;No;Tecnología;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Mujer cis;Si;Transporte;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente en desacuerdo;No;2021;1;0
Mujer cis;No;Otros;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Hombre cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;Si;Hotelería;Nacional;Responsable;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;1
Mujer cis;NA;Tecnología;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Función pública;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Comercio;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Metalurgia;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;En desacuerdo;No;2021;0;0
Mujer cis;No;MInería;Multinacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Tecnología;Nacional;HRBP;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Tecnología;Nacional;HRBP;Maestría completa;Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Construcción;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Otros;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Género diverso;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;1;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;Si;Oil & Gas;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;0
Hombre cis;NA;Bancos y Finanzas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Tecnología;Multinacional;Senior Recruiter;Maestría completa;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Servicios profesionales;Multinacional;HRBP;Maestría completa;Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;No;Consultoría;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Hombre cis;NA;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;Si;Correos;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;1;0
Mujer cis;NA;Educación;Nacional;Administrativo;Terciario en curso;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Mujer cis;No;Alimentos;Multinacional;Responsable;Maestría completa;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;1
Hombre cis;Si;Tecnología;Multinacional;Responsable;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;No;2021;1;1
Mujer cis;No;Otros;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Comercio;Multinacional;Jefe;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Consultoría;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;No;2021;0;0
Hombre cis;No;Medios;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Servicios de salud;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;No;Consultoría;Multinacional;Gerente;"Diplomado de
posgrado en curso";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Otros;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;NA;Servicios de salud;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Servicios profesionales;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Metalurgia;Nacional;Jefe;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Tecnología;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Otros;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Metalurgia;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;No;Industrias químicas;Multinacional;Gerente;Maestría abandonada;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Género diverso;No;Construcción;Nacional;Gerente;Maestría en curso;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;1;1
